player|pos|age|tm|g|mp|per|ts_percent|x3pa_rate|fta_rate|orb_percent|drb_percent|trb_percent|ast_percent|stl_percent|blk_percent|tov_percent|usg_percent|ows|dws|ws|ws_48|obpm|dbpm|bpm|vorp
Tari Eason|PF|22|HOU|22|480|17.1|0.528|0.265|0.175|10.2|24.2|17.1|8.3|3.1|3.6|8.9|19.8|0.3|1|1.3|0.125|-0.4|2|1.6|0.4
Anthony Edwards|SG|22|MIN|79|2770|19.7|0.575|0.341|0.325|2.2|14.8|8.8|24.6|1.8|1.3|11.9|32.3|2.9|4.7|7.5|0.13|2.7|0.5|3.3|3.7
Kessler Edwards|SF|23|SAC|54|275|10.3|0.541|0.634|0.11|3.6|13.7|8.5|7.1|1.8|1.3|4.4|14|0.2|0.3|0.5|0.083|-1.6|0.1|-1.5|0
Keon Ellis|SG|24|SAC|57|978|12|0.627|0.724|0.151|3.6|10.8|7.1|11.1|2.5|2.7|13|12.4|1.1|1.2|2.3|0.114|-0.9|2.1|1.2|0.8
Joel Embiid|C|29|PHI|39|1309|34.1|0.644|0.163|0.531|7.9|28.8|18.1|32.4|1.7|4.6|12.5|39.6|5.2|2.3|7.5|0.275|8.5|3.1|11.6|4.5
Drew Eubanks|C|26|PHO|75|1169|14.4|0.645|0.012|0.368|10.5|20.1|15.6|7.2|1.1|4.6|17.2|13.2|1.6|1.6|3.1|0.129|-2|0.8|-1.2|0.2
Tosan Evbuomwan|SF|22|TOT|17|367|9.9|0.616|0.451|0.352|5.3|13|9.1|5.9|0.8|1.2|9.9|10.6|0.4|0.2|0.5|0.071|-2.4|-0.7|-3|-0.1
Dante Exum|PG|28|DAL|55|1088|13.7|0.645|0.358|0.225|2.5|12.4|7.5|19.3|1|0.4|12.9|15|2.1|0.8|2.9|0.127|-0.3|-0.3|-0.6|0.4
Bruno Fernando|C|25|ATL|45|682|15.2|0.615|0.021|0.513|9.1|22.2|15.4|9.3|1.8|3.7|16.1|16.7|0.8|0.7|1.5|0.103|-3.1|0.9|-2.3|-0.1
Dorian Finney-Smith|PF|30|BRK|68|1934|10.1|0.546|0.658|0.09|6|12.1|9|7.6|1.4|1.8|10|13.2|1|1.6|2.6|0.065|-2|-0.1|-2|0
Adam Flagler|SG|24|OKC|2|14|0.6|0.214|0.857|0|0|0|0|33.6|0|0|0|21.7|0|0|0|-0.159|-6.7|-3.9|-10.6|0
Malachi Flynn|PG|25|TOT|69|876|11.9|0.533|0.52|0.218|2.6|12|7.2|21.1|2.1|0.8|15|20.4|-0.1|0.6|0.5|0.029|-2|-0.2|-2.2|0
Simone Fontecchio|SF|28|TOT|66|1644|12.1|0.6|0.609|0.12|4.3|12.2|8.3|8.7|1.3|1.2|10.5|16.5|1.5|0.6|2.1|0.061|0|-1|-1|0.4
Jordan Ford|PG|25|SAC|6|22|16.8|0.761|0.429|0.286|0|10.4|5.1|12.8|0|0|11.3|17.3|0.1|0|0.1|0.157|3.3|-1.1|2.2|0
Trent Forrest|SG|25|ATL|38|414|8.9|0.426|0.111|0.189|2.8|10.9|6.7|27.6|1.3|0.7|17|11.8|0.1|0.1|0.2|0.027|-3.8|-0.7|-4.4|-0.3
Evan Fournier|SG|31|TOT|32|580|8.5|0.464|0.588|0.163|0.9|10.4|5.6|11.6|2.4|1|8.1|19|-0.5|0.4|-0.1|-0.005|-4.7|0.3|-4.3|-0.3
De'Aaron Fox|PG|26|SAC|74|2659|20.1|0.567|0.374|0.273|2.8|11.8|7.2|25.2|2.7|1.1|10.1|31|3.3|3.2|6.5|0.117|2.6|0.1|2.7|3.2
Javon Freeman-Liberty|PG|24|TOR|22|403|10.7|0.547|0.339|0.29|4.3|15.1|9.6|13.4|1.2|0.9|15.2|17.5|0.1|0.2|0.2|0.029|-3.1|-2|-5.2|-0.3
Alex Fudge|SF|20|TOT|6|40|9.8|0.472|0.333|0.133|11.3|2.7|6.9|0|3.6|0|11.2|19.2|0|0|0|-0.007|-3.7|-1.5|-5.2|0
Markelle Fultz|PG|25|ORL|43|910|12.6|0.492|0.055|0.101|7.2|10.7|8.9|19.7|2.3|1.5|12.8|18.8|0|1.3|1.3|0.069|-2.6|1.2|-1.4|0.1
Andrew Funk|SG|24|CHI|5|13|-5|0|0.75|0|0|0|0|0|3.8|7.9|0|13.5|-0.1|0|-0.1|-0.252|-12.4|-2|-14.4|0
Wenyen Gabriel|PF|26|MEM|5|81|2.3|0.351|0.273|0.227|9.1|25.3|16.9|5.3|1.2|2.3|24.8|17|-0.3|0.1|-0.2|-0.123|-10.6|-1.9|-12.5|-0.2
Daniel Gafford|C-PF|25|TOT|74|1815|21.7|0.731|0|0.365|11.4|22.1|16.7|9.1|1.7|7.1|11.7|14.7|5.2|2.5|7.8|0.205|0.7|1.9|2.6|2.1
Danilo Gallinari|PF-SF|35|TOT|49|630|13.4|0.601|0.489|0.516|3.4|15.3|9.3|11.6|1.1|0.8|9|17.2|1|0.3|1.3|0.098|-0.8|-1|-1.9|0
Darius Garland|PG|24|CLE|57|1901|14.5|0.56|0.423|0.208|1.8|7.1|4.5|29.4|1.9|0.3|16.1|25.3|0.7|2|2.7|0.067|0.2|-1.2|-1|0.5
Usman Garuba|PF|21|GSW|6|18|7|0.218|0.167|0.333|18.2|23.7|21|6.6|2.7|15.1|22.5|20.8|-0.1|0|0|-0.124|-10.8|-0.1|-10.9|0
Luka Garza|C|25|MIN|25|122|21.8|0.576|0.427|0.333|18.6|10.7|14.4|5.9|1.6|0.7|6.5|33.3|0.2|0.2|0.4|0.166|0.6|-2.7|-2.1|0
Kaiser Gates|SF|27|NOP|1|7|-19.9|0|0.5|0|0|15.7|8|0|0|0|0|24.9|-0.1|0|-0.1|-0.558|-18.6|-10.1|-28.8|-0.1
Keyonte George|PG|20|UTA|75|2023|10.4|0.533|0.54|0.274|0.8|10.6|5.7|23.1|0.9|0.3|17.1|22.8|-0.4|0.1|-0.3|-0.008|-1.5|-2.9|-4.4|-1.2
Paul George|PF|33|LAC|74|2502|19.3|0.613|0.476|0.235|1.7|15.3|8.8|16.1|2.2|1.3|10.1|26.6|4.4|2.8|7.3|0.14|2.9|0.2|3.2|3.3
Taj Gibson|PF|38|TOT|20|204|5.9|0.449|0.27|0.054|6.6|13.8|10.2|6.9|0.7|3.2|11.7|9|0|0.2|0.2|0.044|-5.3|0.1|-5.3|-0.2
Josh Giddey|SG|21|OKC|80|2011|16.6|0.547|0.287|0.146|6.4|21.5|14.2|26.6|1.2|2|15.7|23.1|1.4|2.9|4.3|0.102|1|0.4|1.5|1.8
Harry Giles|C|25|TOT|23|100|14.8|0.503|0.28|0.26|12.8|20|16.4|10.5|1|2.7|9.7|26.7|0|0.1|0.1|0.027|-2.7|-2|-4.8|-0.1
Shai Gilgeous-Alexander|PG|25|OKC|75|2553|29.3|0.636|0.181|0.436|3|14.7|9.1|29.8|2.8|2.4|8.4|32.8|10.5|4.2|14.6|0.275|6.7|2.3|9|7.1
Anthony Gill|PF|31|WAS|50|466|12.1|0.537|0.256|0.225|8.3|13.4|10.8|10|1.3|1.9|11.6|18|0.1|0.2|0.4|0.038|-2.6|-1.5|-4.1|-0.3
Collin Gillespie|PG|24|DEN|24|225|11|0.586|0.551|0.174|0.5|9.6|5.2|15.5|2.9|0|15.9|17.1|0.1|0.3|0.4|0.076|-3.7|0.9|-2.7|0
Jacob Gilyard|PG|25|TOT|41|699|11.1|0.573|0.84|0.013|1.4|6|3.6|27.7|2.3|0.7|16.6|11.1|0.8|0.6|1.4|0.095|-2|0.6|-1.4|0.1
Rudy Gobert|C|31|MIN|76|2593|19.3|0.675|0.005|0.635|13.1|29.2|21.5|5.6|1|5.5|13.1|15.4|5.8|5.8|11.6|0.216|0.1|1.7|1.8|2.5
Jordan Goodwin|PG|25|TOT|57|1055|12.6|0.451|0.369|0.154|9.3|17.3|13.3|20.9|2.2|1.6|12.1|19|-0.2|1.4|1.2|0.054|-1.5|0.5|-1|0.3
Aaron Gordon|PF|28|DEN|73|2297|16.8|0.607|0.193|0.376|8.6|13.9|11.4|15.2|1.2|1.7|11.2|17.8|4.5|2.6|7.1|0.148|1.2|0.1|1.3|1.9
Eric Gordon|SG|35|PHO|68|1893|10.8|0.58|0.642|0.104|1|6|3.6|10|1.7|1.4|10.2|16.5|1|1.5|2.5|0.063|-1.3|-0.5|-1.7|0.1
Devonte' Graham|PG|28|SAS|23|313|9.4|0.495|0.769|0.148|1.7|10.8|6.2|21|1.4|0.5|12.9|17.8|-0.1|0.2|0.1|0.018|-3|-0.9|-3.9|-0.1
Jerami Grant|PF|29|POR|54|1830|15.4|0.573|0.325|0.367|2.1|10|5.8|13.8|1.2|1.7|10.5|25.7|1.7|1|2.7|0.071|1|-1.1|-0.1|0.9
RaiQuan Gray|PF|24|SAS|3|39|22.7|0.676|0.412|0|5.5|14|9.7|25.2|1.2|2.1|5.6|19.5|0.1|0|0.2|0.187|5.6|1.8|7.4|0.1
A.J. Green|SG|24|MIL|56|614|10.5|0.617|0.862|0.097|1.6|9.6|5.7|6.4|0.7|0.6|5.5|15.2|0.7|0.3|1.1|0.084|-0.4|-1.7|-2.1|0
Danny Green|SG|36|PHI|2|18|0.7|0|0.5|0|0|12.5|6.1|6.5|2.7|0|0|4.8|0|0|0|-0.035|-7.4|0.8|-6.6|0
Draymond Green|PF|33|GSW|55|1490|14.5|0.587|0.347|0.199|5.6|23|14.4|28.6|1.8|2.9|25|15.3|1.4|2.2|3.6|0.116|-0.6|3|2.4|1.7
Jalen Green|SG|21|HOU|82|2601|14.7|0.541|0.454|0.264|1.7|15.9|8.7|17.3|1.2|1|11.4|27.4|0.2|2.9|3.1|0.056|0.4|-0.9|-0.5|1
Javonte Green|SF|30|CHI|9|230|20.2|0.681|0.36|0.173|9.5|23.3|16.3|3.3|2.2|3.6|8|16.7|0.5|0.3|0.9|0.18|1.9|0.1|2|0.2
Jeff Green|PF|37|HOU|78|1307|11.3|0.59|0.437|0.407|3.7|10.9|7.3|7.3|0.6|2.2|9.6|15.5|1.4|1.2|2.6|0.095|-1.6|-0.4|-2.1|0
Josh Green|SG|23|DAL|57|1505|9.9|0.588|0.5|0.152|2.9|10.4|6.7|11.1|1.5|0.5|13.1|13.1|1|1.2|2.2|0.071|-2.4|-0.3|-2.7|-0.3
AJ Griffin|SF|20|ATL|20|171|1.2|0.382|0.629|0.032|1.2|10.6|5.7|3.7|0.3|1.1|11.3|17.3|-0.4|0|-0.4|-0.12|-6|-3.5|-9.6|-0.3
Quentin Grimes|SG|23|TOT|51|1025|8.9|0.516|0.732|0.137|1.6|9.3|5.5|8.7|1.7|0.6|7.5|15.8|0.3|1|1.3|0.06|-2.6|0.4|-2.2|-0.1
Mouhamadou Gueye|PF|25|TOR|11|120|4.6|0.31|0.079|0.237|10.8|10.3|10.5|5.3|1.2|13.2|22.2|19.2|-0.5|0.2|-0.4|-0.147|-11|-0.9|-11.9|-0.3
Mouhamed Gueye|PF|21|ATL|6|73|15|0.468|0.391|0.261|14.4|18.6|16.4|7|3.3|4.9|3.8|15.2|0.1|0.1|0.2|0.127|-2.1|0.6|-1.5|0
Rui Hachimura|PF|25|LAL|68|1826|15|0.628|0.343|0.198|3.7|13.7|8.9|6.3|1.1|1.2|5.9|18.5|2.7|1.5|4.1|0.108|0|-0.9|-0.9|0.5
Ashton Hagans|PG|24|POR|19|316|8.5|0.51|0.352|0.239|4.7|11.7|8|23.7|1.7|2.6|27.7|14.6|-0.2|0.3|0|0.006|-4.4|0.9|-3.5|-0.1
Tyrese Haliburton|PG|23|IND|69|2224|23.3|0.605|0.51|0.217|1.8|12|6.9|44.9|1.8|1.7|12.2|24.6|7.6|1.5|9|0.195|7.3|-0.4|6.9|5
R.J. Hampton|PG|22|MIA|8|76|0.9|0.336|0.571|0.143|3|6|4.5|13.6|0|0|16.8|10.5|-0.1|0|-0.1|-0.038|-8.1|-1.4|-9.5|-0.1
Tim Hardaway Jr.|SF|31|DAL|79|2120|12.1|0.542|0.612|0.173|1.1|11.9|6.5|9.2|1|0.2|6.2|22.6|0.8|1.4|2.2|0.05|-0.8|-2.1|-2.9|-0.5
James Harden|PG|34|LAC|72|2470|18.6|0.612|0.594|0.418|1.6|14.8|8.4|33.6|1.5|2.1|16|20.6|5.9|2.5|8.4|0.163|3.8|0.3|4.1|3.8
Jaden Hardy|SG|21|DAL|73|989|11.2|0.517|0.468|0.159|2.2|12.2|7.2|15.7|1.1|0.4|10.8|24.9|-0.4|0.7|0.3|0.014|-2|-2.1|-4.1|-0.5
Ron Harper Jr.|PF|23|TOR|1|4|0|NA|NA|NA|0|0|0|28.6|0|0|NA|0|0|0|0|0.087|-11.7|2.8|-8.8|0
Gary Harris|SG|29|ORL|54|1297|9.4|0.587|0.69|0.152|2.2|6.1|4.1|9.1|1.9|1|8.9|11.7|1.1|1.5|2.7|0.099|-2.3|1.1|-1.2|0.3
Joe Harris|SG|32|DET|16|170|4.6|0.489|0.769|0.051|1.9|6.7|4.3|7.7|0.8|1|9.1|11|0|0|0|0.001|-4.7|-1.1|-5.9|-0.2
Kevon Harris|SG|26|ORL|2|6|11.1|0.667|0|0|0|39.5|19.6|33|0|0|25|29.1|0|0|0|0.038|-15.5|-0.3|-15.8|0
Tobias Harris|PF|31|PHI|70|2368|16.5|0.576|0.271|0.224|3.7|17.7|10.6|13.8|1.5|1.8|8.2|20.7|3.2|2.7|5.9|0.121|1|-0.1|0.9|1.7
Shaquille Harrison|SG|30|MEM|3|6|15.9|0.5|0|0|0|38|18.2|0|0|15.6|0|14.3|0|0|0|0.09|-0.7|5.2|4.6|0
Josh Hart|SF|28|NYK|81|2707|11.8|0.522|0.38|0.169|5.3|22.8|14|16.3|1.4|0.8|13.9|13.5|2|3.6|5.7|0.1|-1.3|1.4|0|1.4
Isaiah Hartenstein|C|25|NYK|75|1896|18.9|0.67|0.008|0.43|14.4|22.7|18.5|13.5|2.3|4.2|17.6|12|4.6|3.5|8.1|0.204|0.7|2.8|3.5|2.6
Sam Hauser|SF|26|BOS|79|1741|13|0.629|0.833|0.034|2.9|13.7|8.6|6.2|1.1|1.3|5.3|15|2.7|2.1|4.9|0.134|1.2|0|1.2|1.4
Jordan Hawkins|SG|21|NOP|67|1160|10.2|0.533|0.654|0.175|2.8|11.3|7.1|8.2|0.8|0.6|7.5|19.9|0.3|1|1.3|0.053|-1.3|-1.7|-3.1|-0.3
Jaxson Hayes|C|23|LAL|70|877|14|0.718|0.046|0.469|9.2|17.1|13.4|5|1.8|2.9|16.9|12.5|1.4|1.1|2.5|0.135|-2.8|0.9|-1.9|0
Killian Hayes|PG|22|DET|42|1008|10.5|0.474|0.261|0.177|1.2|12.2|6.6|27.8|1.7|1.7|14.3|15.1|0|0.7|0.7|0.032|-2.9|0.2|-2.7|-0.2
Gordon Hayward|SF|33|TOT|51|1245|12.8|0.548|0.223|0.298|3.4|13|8.1|18.3|1.6|1|12.6|18.4|0.6|0.9|1.5|0.058|-1.6|-0.5|-2.1|0
Scoot Henderson|PG|19|POR|62|1765|9.5|0.489|0.336|0.256|3.2|9.5|6.2|29.9|1.3|0.7|19.3|26.5|-2.5|0.9|-1.7|-0.045|-3.5|-2.3|-5.8|-1.7
Taylor Hendricks|PF|20|UTA|40|856|11.8|0.578|0.583|0.121|6|17.7|11.9|5|1.6|3.1|9.7|13.7|0.7|0.6|1.2|0.07|-1.3|-0.4|-1.6|0.1
Tyler Herro|SG|24|MIA|42|1407|15.7|0.558|0.453|0.151|1.5|16.5|8.9|22.4|1.1|0.2|10.6|27.8|0.4|1.6|2|0.068|1.5|-0.7|0.8|1
Buddy Hield|SF-SG|31|TOT|84|2160|13.3|0.578|0.668|0.069|3.1|10.9|7|14.5|1.6|1.6|10.5|19.2|1.9|1.6|3.5|0.077|1|-0.6|0.4|1.3
Haywood Highsmith|PF|27|MIA|66|1366|11.1|0.587|0.584|0.109|5.3|12.1|8.7|7.2|1.9|2.1|9|12.4|1.1|1.9|3.1|0.108|-1.8|1.1|-0.7|0.5
Nate Hinton|SG|24|HOU|15|75|17.6|0.585|0.538|0.192|9.9|21.7|15.7|18.6|1.9|2.5|9.6|17.7|0.2|0.1|0.3|0.187|1.9|1.7|3.6|0.1
D'Moi Hodge|SG|25|LAL|7|41|6.1|0.441|0.8|0.133|0|0|0|15.6|1.2|2.1|5.9|17.8|0|0|0|-0.019|-3.7|-2.6|-6.3|0
Aaron Holiday|PG|27|HOU|78|1269|11.5|0.578|0.52|0.151|1.9|8.5|5.2|15.4|1.6|0.4|10.6|16.7|1.3|1.2|2.5|0.094|-1.8|0.3|-1.5|0.2
Jrue Holiday|PG|33|BOS|69|2263|14.4|0.597|0.467|0.104|4.2|13.2|8.9|19.3|1.3|2.1|14.7|16.3|3.3|3|6.3|0.133|1|1.1|2.1|2.4
Justin Holiday|SG|34|DEN|58|862|9.7|0.598|0.701|0.021|1.2|7.8|4.6|9.5|2.1|0.9|6.7|10.6|0.9|0.9|1.8|0.101|-2.5|0.9|-1.6|0.1
Richaun Holmes|C-PF|30|TOT|40|555|14.5|0.593|0.02|0.32|13.7|21.8|17.7|6|0.9|2.9|12.5|14.7|0.8|0.5|1.3|0.114|-2.4|-0.8|-3.3|-0.2
Chet Holmgren|C|21|OKC|82|2413|20.4|0.632|0.366|0.289|6.2|23.1|15|11.6|1.1|7.3|10.9|21.6|4.6|4.4|8.9|0.178|1.8|1.5|3.4|3.3
Jalen Hood-Schifino|SG|20|LAL|21|109|-1.5|0.316|0.333|0.444|2.1|10.7|6.6|9.1|1.3|1.6|14.3|24.9|-0.6|0.1|-0.5|-0.222|-12.4|-3.7|-16.1|-0.4
Al Horford|C|37|BOS|65|1740|15|0.65|0.616|0.072|5.3|19.7|12.8|12.3|1.1|3.1|10|12|3.5|2.7|6.2|0.172|1.7|2|3.6|2.5
Talen Horton-Tucker|PG|23|UTA|51|1009|13.4|0.503|0.391|0.234|2.3|10.8|6.6|25.5|2.2|1.7|11.2|24|0.3|0.5|0.8|0.039|-0.9|-0.4|-1.2|0.2
Danuel House Jr.|SF|30|PHI|34|509|8.5|0.575|0.476|0.438|3.4|9.3|6.3|7.2|1.5|0.9|13.2|12.2|0.3|0.4|0.7|0.066|-3.4|-0.5|-4|-0.3
Caleb Houstan|SF|21|ORL|59|815|8.3|0.582|0.937|0.126|4|8.1|6.1|4.8|0.9|0.5|6.9|12.5|0.7|0.8|1.5|0.089|-1.4|-0.5|-1.9|0
Jett Howard|SF|20|ORL|18|67|8.6|0.457|0.833|0.133|1.7|10.6|6.1|13|1.5|2.8|8.6|22.7|-0.1|0.1|0|0.005|-1.4|-0.3|-1.8|0
Kevin Huerter|SG|25|SAC|64|1562|12.4|0.564|0.609|0.084|2.7|13.6|8|14.4|1.4|1.3|8.4|17.3|1.5|1.4|2.9|0.089|-0.5|-0.4|-0.8|0.5
Jay Huff|C|25|DEN|20|49|18.5|0.724|0.6|0.133|4.7|19.8|12.4|5.6|2|5.2|5.9|15|0.1|0.1|0.2|0.212|-0.3|1.6|1.3|0
De'Andre Hunter|SF|26|ATL|57|1681|12.7|0.595|0.459|0.296|1.9|12.9|7.2|7.3|1.1|0.9|10|20.6|1.6|0.6|2.2|0.062|-0.9|-1.5|-2.4|-0.2
Matthew Hurt|PF|23|MEM|8|113|8.4|0.453|0.588|0.088|8.4|7.1|7.7|5.1|1.3|2.5|5.4|14.2|0|0.1|0.1|0.031|-3|-0.7|-3.7|-0.1
Bones Hyland|PG|23|LAC|37|540|10.8|0.49|0.538|0.092|1.1|10.1|5.7|24.5|2.4|0.7|14.4|24.8|-0.5|0.5|0|0.003|-2.8|-0.8|-3.6|-0.2
Joe Ingles|SF|36|ORL|68|1169|10.6|0.612|0.709|0.15|1.8|12.6|7.1|23|1.8|0.4|21.7|11.6|1.1|1.5|2.6|0.108|-1.7|1.2|-0.5|0.5
Brandon Ingram|SF|26|NOP|64|2103|18.2|0.578|0.238|0.302|2.3|14.7|8.6|26.7|1.2|1.9|12.4|27.2|2.7|2.4|5.1|0.117|1.4|-0.3|1.2|1.7
Kyrie Irving|SG|31|DAL|58|2030|21.9|0.608|0.372|0.186|2.4|13.2|7.8|23.8|1.7|1.2|8|28.1|4.9|2|6.9|0.163|4.8|0.1|4.9|3.6
Jonathan Isaac|PF|26|ORL|58|914|19.2|0.61|0.392|0.287|9.3|24.2|16.7|4.8|2.3|7.1|7.7|16.7|1.5|2.1|3.6|0.188|1.4|2.4|3.8|1.4
Jaden Ivey|SG|21|DET|77|2217|12.4|0.536|0.379|0.311|4.3|9.1|6.6|20.2|1.2|1.6|14.7|24.9|-0.5|1|0.5|0.01|-1.4|-1.7|-3.1|-0.6
Andre Jackson Jr.|SG|22|MIL|57|572|8.5|0.596|0.46|0.11|8.4|13.1|10.8|10.8|1.3|0.9|21.1|10|0.5|0.5|1|0.081|-3.6|0|-3.6|-0.2
GG Jackson II|PF|19|MEM|48|1233|13.7|0.554|0.508|0.272|4.5|13.2|8.7|8|1.1|1.8|9.3|24.2|0.2|1.1|1.2|0.048|-0.2|-1.8|-2|0
Isaiah Jackson|C|22|IND|59|771|21.5|0.689|0.017|0.438|13.8|21.2|17.5|8.3|2.1|6.3|12.3|17.2|2.2|1.1|3.3|0.204|0.3|1.4|1.7|0.7
Jaren Jackson Jr.|C|24|MEM|66|2124|17.4|0.552|0.315|0.359|4.2|15|9.4|13.1|1.8|4.7|10.6|30.4|0.2|2.8|3|0.067|0|0.4|0.4|1.3
Justin Jackson|SF|28|MIN|2|1|0|NA|NA|NA|0|0|0|0|0|0|NA|0|0|0|0|0.031|-6.3|-1.2|-7.5|0
Quenton Jackson|PG|25|IND|3|11|16.1|0.532|0|2|0|41.2|20.6|18.6|4.3|0|0|7.2|0|0|0|0.203|-3.5|6.8|3.3|0
Reggie Jackson|PG|33|DEN|82|1817|11.7|0.521|0.376|0.13|2.1|7.2|4.7|23|1.2|0.6|11.7|21.7|0.6|1.5|2.1|0.056|-1.8|-1.5|-3.2|-0.6
Trayce Jackson-Davis|PF|23|GSW|68|1130|21.6|0.692|0.003|0.398|13.1|19.4|16.3|10.4|1.2|6.1|11.2|16.4|3.2|1.6|4.8|0.205|1.5|1.2|2.8|1.4
LeBron James|PF|39|LAL|71|2504|23.7|0.63|0.286|0.318|2.8|19.3|11.5|37.5|1.7|1.3|14.5|29.2|5.7|2.8|8.5|0.164|5.5|0.9|6.5|5.4
Jaime Jaquez Jr.|SF|22|MIA|75|2113|12.9|0.574|0.29|0.251|4.4|11|7.6|13.9|1.8|0.9|12.4|18.7|1.4|2.7|4|0.092|-2.2|0.3|-1.9|0.1
DeJon Jarreau|SG|26|MEM|9|150|9.6|0.392|0.26|0.22|5.6|27.3|16|25.4|2|1.2|14.1|18.3|-0.2|0.2|0|0.002|-4.6|0.7|-4|-0.1
DaQuan Jeffries|SG|26|NYK|17|46|3.1|0.391|0.588|0.118|0|12.2|6.1|14.9|0|2|14.4|19.6|-0.1|0|-0.1|-0.087|-5.6|-2.5|-8.1|-0.1
Trey Jemison|C|24|TOT|25|573|11.8|0.582|0|0.184|11.7|13.9|12.8|7.1|1|4.6|18.8|13.5|0.3|0.6|0.9|0.073|-4.7|-0.4|-5.1|-0.5
Ty Jerome|SG|26|CLE|2|15|7.6|0.5|0.25|0|7.6|0|3.7|27.3|0|0|20|14.7|0|0|0|0.04|-4.1|-0.8|-4.9|0
Isaiah Joe|SG|24|OKC|78|1445|13.4|0.626|0.728|0.107|2.6|11|6.9|8.9|1.5|1.4|8.5|16.6|1.9|1.6|3.5|0.116|1.1|-0.3|0.9|1
Cameron Johnson|PF|27|BRK|58|1599|14.5|0.582|0.57|0.176|3.7|13.8|8.6|12.9|1.5|0.8|7.9|19.6|2|1.3|3.3|0.1|0.9|-0.5|0.4|1
Jalen Johnson|SF|22|ATL|56|1889|16.3|0.584|0.285|0.209|4.1|24.8|14.1|15.4|1.7|2.2|11.6|19.1|2.1|1.7|3.8|0.098|0.4|0.8|1.2|1.5
James Johnson|PF|36|IND|9|47|5|0.368|0.2|0.2|2.4|7.2|4.8|18.6|5|1.7|31.5|14.2|-0.1|0.1|0|-0.05|-8|2.2|-5.8|0
Keldon Johnson|SF|24|SAS|69|2038|14.2|0.565|0.426|0.256|5|15.1|10|14.2|1.2|0.8|9.4|21.9|1.5|1.5|3|0.071|-0.3|-1.4|-1.7|0.2
Keon Johnson|SG|21|BRK|5|61|13.1|0.59|0.476|0.571|5.2|7.4|6.3|6.9|2.4|1.5|16|22.2|0|0.1|0.1|0.068|-1.6|-1.1|-2.7|0
Keyontae Johnson|SF|23|OKC|9|66|1.6|0.344|0.188|0|7|9.8|8.4|7.2|0.7|0|20|13.1|-0.1|0.1|-0.1|-0.068|-7.5|-2.2|-9.8|-0.1
Nikola Jokić|C|28|DEN|79|2737|31|0.65|0.164|0.31|9.3|29.6|19.8|42|2|2.1|12.9|29.3|12|5.1|17|0.299|9|4.2|13.2|10.6
Colby Jones|SG|21|SAC|30|192|8.9|0.422|0.31|0.155|9.7|13.7|11.7|13.9|1.8|2.4|11.6|19.1|-0.2|0.2|0|0.007|-5.4|0.4|-5|-0.1
Damian Jones|C|28|CLE|39|270|15.8|0.659|0.194|0.292|8.4|17.3|12.9|7.9|1.3|4.3|13.8|15.4|0.4|0.4|0.8|0.15|-1.7|1.2|-0.5|0.1
Derrick Jones Jr.|SF|26|DAL|76|1783|11.7|0.592|0.483|0.275|5|10.3|7.7|5.5|1.4|2.5|10.5|14.9|1.5|1.6|3.1|0.083|-1.3|-0.3|-1.5|0.2
Herbert Jones|SF|25|NOP|76|2321|13.2|0.636|0.464|0.269|3.6|9.4|6.5|11.3|2.2|2.6|12.4|14.1|3.3|3|6.3|0.131|-0.9|1.5|0.6|1.6
Mason Jones|SG|25|SAC|5|28|5.8|0.394|0.875|0.25|3.9|16.4|10|21.7|1.7|0|18.4|16.6|0|0|0|-0.018|-5.4|0|-5.5|0
Tre Jones|PG|24|SAS|77|2138|14.7|0.591|0.318|0.197|2.9|11.8|7.3|30.8|1.7|0.3|15.1|15.2|3.4|1.6|4.9|0.111|-0.4|0.1|-0.4|0.9
Tyus Jones|PG|27|WAS|66|1933|16.5|0.578|0.384|0.06|1.1|9|5|34.6|1.7|0.8|8.8|16.3|3.9|0.7|4.5|0.113|1.5|-0.9|0.7|1.3
DeAndre Jordan|C|35|DEN|36|396|16|0.61|0|0.57|15.6|28|22|8.5|0.8|3.4|16.5|15.4|0.6|0.6|1.2|0.147|-1.7|-0.1|-1.7|0
Cory Joseph|PG|32|GSW|26|296|6.2|0.47|0.656|0.109|2.2|8.6|5.5|17.2|0.7|0.9|15.2|11.3|0|0.2|0.2|0.034|-4|-0.7|-4.7|-0.2
Nikola Jović|PF|20|MIA|46|896|12.8|0.583|0.58|0.167|3.1|21.3|12.1|14.7|1.4|1.5|12.2|17.1|0.6|1.3|1.9|0.103|-0.9|1.3|0.3|0.5
Johnny Juzang|SG|22|UTA|20|372|9.6|0.62|0.7|0.127|2.1|8.5|5.3|8.4|0.5|0.5|10.1|14.5|0.4|0|0.4|0.047|-1.5|-2.2|-3.7|-0.2
Luke Kennard|SG|27|MEM|39|999|13.1|0.641|0.756|0.143|1.2|11.6|6.2|20.8|1|0.2|13.9|16.7|1.4|0.7|2.1|0.099|0.6|-0.9|-0.3|0.4
Walker Kessler|C|22|UTA|64|1493|18|0.663|0.054|0.266|12.3|23.1|17.7|5.6|1|9.2|14.4|12.8|2.4|1.7|4.1|0.131|-0.4|1.3|0.9|1.1
Braxton Key|SF|26|DEN|20|60|16.5|0.536|0.294|0.471|5.7|26.9|16.6|18.8|1.7|1.4|4.6|15.7|0.1|0.1|0.2|0.18|0.5|1.6|2.1|0.1
